7598,190786,Baptiste Reynet,1990,30.06.2008,NA,NA,0,30.06.2009,NA,NA,0,30.06.2010,NA,NA,0
39246,201737,Christopher Jullien,1993,30.06.2011,NA,NA,0,30.06.2012,NA,NA,0,30.06.2013,-0.0430518,0.0426314,2053
73128,164277,Gen Shōji,1992,30.06.2010,NA,NA,0,30.06.2011,NA,NA,0,30.06.2012,NA,NA,0
7892,170460,Jessy Pi,1993,30.06.2011,NA,NA,0,30.06.2012,NA,NA,0,30.06.2013,NA,NA,0
7577,122797,Andy Delort,1991,30.06.2009,NA,NA,0,30.06.2010,-0.109442,0.0184176,67,30.06.2011,-0.074564,0.0241185,893
3611,127194,Yaya Sanogo,1993,30.06.2011,-0.035507,0.10782,4,30.06.2012,-0.02168,0.0957254,345,30.06.2013,-0.0331562,0.0488368,1269
9291,72578,Mauro Daniel Goicoechea Furia,1988,30.06.2006,NA,NA,0,30.06.2007,NA,NA,0,30.06.2008,NA,NA,0
7734,170903,Steeve Yago,1992,30.06.2010,NA,NA,0,30.06.2011,NA,NA,0,30.06.2012,NA,NA,0
68144,276895,Steven Fortes,1992,30.06.2010,NA,NA,0,30.06.2011,NA,NA,0,30.06.2012,NA,NA,0
10287,58097,John Joseph Bostock,1992,30.06.2010,-0.0617973,0.0725079,748,30.06.2011,-0.0687835,0.0396908,1436,30.06.2012,-0.0568812,0.0279486,1932
7618,28140,Max-Alain Gradel,1987,30.06.2005,NA,NA,0,30.06.2006,NA,NA,0,30.06.2007,NA,NA,0
7074,77828,Mathieu Dossevi,1988,30.06.2006,NA,NA,0,30.06.2007,NA,NA,0,30.06.2008,NA,NA,0
7373,123160,Marc Vidal,1991,30.06.2009,NA,NA,0,30.06.2010,-0.0245947,0.0932532,90,30.06.2011,-0.0103722,0.0765677,183
7894,123021,Francois Moubandje,1990,30.06.2008,NA,NA,0,30.06.2009,NA,NA,0,30.06.2010,NA,NA,0
21026,148754,Wergiton do Rosario Calmon,1988,30.06.2006,NA,NA,0,30.06.2007,NA,NA,0,30.06.2008,NA,NA,0
2014,80205,Jakup Jimmy Durmaz,1989,30.06.2007,NA,NA,0,30.06.2008,NA,NA,0,30.06.2009,-0.0353189,0.0250707,147
7862,160222,Uros Spajic,1993,30.06.2011,NA,NA,0,30.06.2012,NA,NA,0,30.06.2013,-0.043788,0.0393667,7
7967,73457,Aleksandar Pesic,1992,30.06.2010,NA,NA,0,30.06.2011,NA,NA,0,30.06.2012,NA,NA,0
